"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Sampson County, NC"	"37163"	14228	1375736	1034.2
	"Scotland County, NC"	"37165"	8548	786870	1086.3
	"Stanly County, NC"	"37167"	14426	1323648	1089.9
	"Stokes County, NC"	"37169"	10721	1014305	1057.0
	"Surry County, NC"	"37171"	18898	1595483	1184.5
	"Swain County, NC"	"37173"	4029	303402	1327.9
	"Transylvania County, NC"	"37175"	8529	706901	1206.5
	"Tyrrell County, NC"	"37177"	985	92582	1063.9
	"Union County, NC"	"37179"	25721	4165983	617.4
	"Vance County, NC"	"37181"	10803	977310	1105.4
	"Wake County, NC"	"37183"	98428	19313109	509.6
	"Warren County, NC"	"37185"	5229	446902	1170.1
	"Washington County, NC"	"37187"	3524	283611	1242.5
	"Watauga County, NC"	"37189"	7095	1097705	646.3
	"Wayne County, NC"	"37191"	25328	2642840	958.4
	"Wilkes County, NC"	"37193"	16404	1500360	1093.3
	"Wilson County, NC"	"37195"	18103	1739234	1040.9
	"Yadkin County, NC"	"37197"	8941	827121	1081.0
	"Yancey County, NC"	"37199"	4721	391180	1206.9
	"Adams County, ND"	"38001"	754	52383	1439.4
	"Barnes County, ND"	"38003"	3043	243795	1248.2
	"Benson County, ND"	"38005"	1515	149275	1014.9
	"Billings County, ND"	"38007"	114	18824	605.6
	"Bottineau County, ND"	"38009"	1895	145731	1300.3
	"Bowman County, ND"	"38011"	949	69108	1373.2
	"Burke County, ND"	"38013"	505	46534	1085.2
	"Burleigh County, ND"	"38015"	13848	1809843	765.1
	"Cass County, ND"	"38017"	20500	3327278	616.1
	"Cavalier County, ND"	"38019"	1208	91007	1327.4
	"Dickey County, ND"	"38021"	1640	116544	1407.2
	"Divide County, ND"	"38023"	704	48769	1443.5
	"Dunn County, ND"	"38025"	780	84868	919.1
	"Eddy County, ND"	"38027"	1008	54465	1850.7
	"Emmons County, ND"	"38029"	1173	80648	1454.5
	"Foster County, ND"	"38031"	1057	75513	1399.8
	"Golden Valley County, ND"	"38033"	364	39055	932.0
	"Grand Forks County, ND"	"38035"	10244	1492305	686.5
	"Grant County, ND"	"38037"	782	54726	1428.9
	"Griggs County, ND"	"38039"	895	53432	1675.0
	"Hettinger County, ND"	"38041"	765	56771	1347.5
	"Kidder County, ND"	"38043"	593	55086	1076.5
	"LaMoure County, ND"	"38045"	1105	94420	1170.3
	"Logan County, ND"	"38047"	638	44667	1428.3
	"McHenry County, ND"	"38049"	1439	125962	1142.4
	"McIntosh County, ND"	"38051"	1300	64296	2021.9
	"McKenzie County, ND"	"38053"	1396	187143	746.0
	"McLean County, ND"	"38055"	2567	203345	1262.4
	"Mercer County, ND"	"38057"	1714	186502	919.0
	"Morton County, ND"	"38059"	5789	610977	947.5
	"Mountrail County, ND"	"38061"	1937	181077	1069.7
	"Nelson County, ND"	"38063"	1375	70258	1957.1
	"Oliver County, ND"	"38065"	275	42024	654.4
	"Pembina County, ND"	"38067"	1923	166126	1157.6
	"Pierce County, ND"	"38069"	1411	96111	1468.1
	"Ramsey County, ND"	"38071"	3151	254247	1239.3
	"Ransom County, ND"	"38073"	1851	122551	1510.4
	"Renville County, ND"	"38075"	686	54963	1248.1
	"Richland County, ND"	"38077"	3217	368939	872.0
	"Rolette County, ND"	"38079"	2855	308702	924.8
	"Sargent County, ND"	"38081"	823	88273	932.3
	"Sheridan County, ND"	"38083"	299	31218	957.8
	"Sioux County, ND"	"38085"	867	92438	937.9
	"Slope County, ND"	"38087"	93	16469	564.7
	"Stark County, ND"	"38089"	4921	574062	857.2
	"Steele County, ND"	"38091"	405	44408	912.0
	"Stutsman County, ND"	"38093"	5242	465340	1126.5
	"Towner County, ND"	"38095"	746	52887	1410.6
	"Traill County, ND"	"38097"	2172	180235	1205.1
	"Walsh County, ND"	"38099"	3218	249156	1291.6
	"Ward County, ND"	"38101"	10902	1384506	787.4
	"Wells County, ND"	"38103"	1552	95900	1618.4
	"Williams County, ND"	"38105"	4786	571665	837.2
	"Adams County, OH"	"39001"	7167	617591	1160.5
	"Allen County, OH"	"39003"	24277	2327798	1042.9
	"Ashland County, OH"	"39005"	11842	1168871	1013.1
	"Ashtabula County, OH"	"39007"	25343	2214544	1144.4
	"Athens County, OH"	"39009"	10589	1417631	747.0
	"Auglaize County, OH"	"39011"	10614	1011565	1049.3
	"Belmont County, OH"	"39013"	20064	1528917	1312.3
	"Brown County, OH"	"39015"	10276	964134	1065.8
	"Butler County, OH"	"39017"	66988	7968657	840.6
	"Carroll County, OH"	"39019"	6440	626037	1028.7
	"Champaign County, OH"	"39021"	8693	866324	1003.4
	"Clark County, OH"	"39023"	37238	3053631	1219.5
	"Clermont County, OH"	"39025"	34241	4282442	799.6
	"Clinton County, OH"	"39027"	9203	918604	1001.8
	"Columbiana County, OH"	"39029"	27431	2364078	1160.3
	"Coshocton County, OH"	"39031"	8867	811035	1093.3
	"Crawford County, OH"	"39033"	11696	967746	1208.6
	"Cuyahoga County, OH"	"39035"	314326	28575023	1100.0
	"Darke County, OH"	"39037"	12787	1156066	1106.1
	"Defiance County, OH"	"39039"	8213	854267	961.4
	"Delaware County, OH"	"39041"	19699	3665161	537.5
	"Erie County, OH"	"39043"	19840	1692853	1172.0
	"Fairfield County, OH"	"39045"	25971	3152521	823.8
	"Fayette County, OH"	"39047"	7665	631044	1214.7
	"Franklin County, OH"	"39049"	197416	25883178	762.7
	"Fulton County, OH"	"39051"	8760	934123	937.8
	"Gallia County, OH"	"39053"	7836	674639	1161.5
	"Geauga County, OH"	"39055"	16596	2050458	809.4
	"Greene County, OH"	"39057"	29319	3517397	833.5
	"Guernsey County, OH"	"39059"	9981	881119	1132.8
	"Hamilton County, OH"	"39061"	177357	17928045	989.3
	"Hancock County, OH"	"39063"	15234	1636700	930.8
	"Hardin County, OH"	"39065"	7008	699731	1001.5
	"Harrison County, OH"	"39067"	4514	344478	1310.4
	"Henry County, OH"	"39069"	6089	622238	978.6
	"Highland County, OH"	"39071"	10396	942338	1103.2
	"Hocking County, OH"	"39073"	6642	633215	1048.9
	"Holmes County, OH"	"39075"	6599	928905	710.4
	"Huron County, OH"	"39077"	12655	1304594	970.0
	"Jackson County, OH"	"39079"	8687	722236	1202.8
	"Jefferson County, OH"	"39081"	21529	1528663	1408.4
	"Knox County, OH"	"39083"	13011	1308936	994.0
	"Lake County, OH"	"39085"	51035	5037013	1013.2
	"Lawrence County, OH"	"39087"	16868	1357587	1242.5
	"Licking County, OH"	"39089"	32252	3591097	898.1
	"Logan County, OH"	"39091"	10540	1007058	1046.6
	"Lorain County, OH"	"39093"	62290	6577932	947.0
	"Lucas County, OH"	"39095"	98919	9727786	1016.9
	"Madison County, OH"	"39097"	8459	937709	902.1
	"Mahoning County, OH"	"39099"	68219	5299787	1287.2
	"Marion County, OH"	"39101"	15512	1451627	1068.6
	"Medina County, OH"	"39103"	28837	3720527	775.1
	"Meigs County, OH"	"39105"	6158	513765	1198.6
	"Mercer County, OH"	"39107"	8745	900533	971.1
	"Miami County, OH"	"39109"	22050	2258419	976.3
	"Monroe County, OH"	"39111"	3910	321218	1217.2
	"Montgomery County, OH"	"39113"	128719	11902100	1081.5
	"Morgan County, OH"	"39115"	3692	327938	1125.8
	"Morrow County, OH"	"39117"	6501	755081	861.0
	"Muskingum County, OH"	"39119"	20608	1885562	1092.9
	"Noble County, OH"	"39121"	2819	316255	891.4
	"Ottawa County, OH"	"39123"	10426	905138	1151.9
	"Paulding County, OH"	"39125"	4197	428512	979.4
	"Perry County, OH"	"39127"	7532	782018	963.1
	"Pickaway County, OH"	"39129"	11300	1215214	929.9
	"Pike County, OH"	"39131"	7359	621377	1184.3
	"Portage County, OH"	"39133"	28969	3504907	826.5
	"Preble County, OH"	"39135"	9597	923869	1038.8
	"Putnam County, OH"	"39137"	6705	756297	886.6
	"Richland County, OH"	"39139"	29670	2745408	1080.7
	"Ross County, OH"	"39141"	17619	1680935	1048.2
	"Sandusky County, OH"	"39143"	14281	1334730	1070.0
	"Scioto County, OH"	"39145"	21802	1712366	1273.2
	"Seneca County, OH"	"39147"	12901	1248768	1033.1
	"Shelby County, OH"	"39149"	9498	1074848	883.7
	"Stark County, OH"	"39151"	90146	8256302	1091.8
	"Summit County, OH"	"39153"	123240	11934955	1032.6
	"Trumbull County, OH"	"39155"	55382	4647948	1191.5
	"Tuscarawas County, OH"	"39157"	21891	2027632	1079.6
	"Union County, OH"	"39159"	7414	1114204	665.4
	"Van Wert County, OH"	"39161"	6907	635429	1087.0
	"Vinton County, OH"	"39163"	3047	290337	1049.5
	"Warren County, OH"	"39165"	32056	4516926	709.7
	"Washington County, OH"	"39167"	15711	1358482	1156.5
	"Wayne County, OH"	"39169"	23158	2515724	920.5
	"Williams County, OH"	"39171"	8574	834207	1027.8
	"Wood County, OH"	"39173"	22678	2780761	815.5
	"Wyandot County, OH"	"39175"	5346	495208	1079.5
	"Adair County, OK"	"40001"	5217	482821	1080.5
	"Alfalfa County, OK"	"40003"	1523	127218	1197.2
	"Atoka County, OK"	"40005"	3429	307033	1116.8
	"Beaver County, OK"	"40007"	1237	121942	1014.4
	"Beckham County, OK"	"40009"	5526	472242	1170.2
	"Blaine County, OK"	"40011"	3104	239454	1296.3
	"Bryan County, OK"	"40013"	10489	921748	1137.9
	"Caddo County, OK"	"40015"	8044	645150	1246.8
	"Canadian County, OK"	"40017"	18440	2546081	724.3
	"Carter County, OK"	"40019"	13293	1039020	1279.4
	"Cherokee County, OK"	"40021"	10047	1019955	985.0
	"Choctaw County, OK"	"40023"	4864	332151	1464.4
	"Cimarron County, OK"	"40025"	746	55328	1348.3
	"Cleveland County, OK"	"40027"	37170	5507097	674.9
	"Coal County, OK"	"40029"	1887	127696	1477.7
	"Comanche County, OK"	"40031"	21268	2631338	808.3
	"Cotton County, OK"	"40033"	1793	135609	1322.2
	"Craig County, OK"	"40035"	4361	323899	1346.4
	"Creek County, OK"	"40037"	17419	1529132	1139.1
	"Custer County, OK"	"40039"	6456	604351	1068.3
	"Delaware County, OK"	"40041"	11086	891544	1243.5
	"Dewey County, OK"	"40043"	1653	104995	1574.4
	"Ellis County, OK"	"40045"	1234	88688	1391.4
	"Garfield County, OK"	"40047"	15274	1315683	1160.9
	"Garvin County, OK"	"40049"	8242	603091	1366.6
	"Grady County, OK"	"40051"	11431	1130933	1010.8
	"Grant County, OK"	"40053"	1463	102271	1430.5
	"Greer County, OK"	"40055"	1785	132770	1344.4
	"Harmon County, OK"	"40057"	960	63539	1510.9
	"Harper County, OK"	"40059"	1080	79816	1353.1
	"Haskell County, OK"	"40061"	3574	274300	1303.0
	"Hughes County, OK"	"40063"	4306	300679	1432.1
	"Jackson County, OK"	"40065"	5911	580991	1017.4
	"Jefferson County, OK"	"40067"	2200	141009	1560.2
	"Johnston County, OK"	"40069"	3037	237713	1277.6
	"Kay County, OK"	"40071"	13131	1013773	1295.3
	"Kingfisher County, OK"	"40073"	3443	327615	1050.9
	"Kiowa County, OK"	"40075"	3407	208740	1632.2
	"Latimer County, OK"	"40077"	2866	235421	1217.4
	"Le Flore County, OK"	"40079"	13196	1086221	1214.9
	"Lincoln County, OK"	"40081"	8112	743774	1090.7
	"Logan County, OK"	"40083"	7514	903386	831.8
	"Love County, OK"	"40085"	2438	207831	1173.1
	"McClain County, OK"	"40087"	6936	747596	927.8
	"McCurtain County, OK"	"40089"	9199	731713	1257.2
	"McIntosh County, OK"	"40091"	6545	436717	1498.7
	"Major County, OK"	"40093"	2160	166775	1295.2
	"Marshall County, OK"	"40095"	4189	337120	1242.6
	"Mayes County, OK"	"40097"	10028	886149	1131.6
	"Murray County, OK"	"40099"	4115	293180	1403.6
	"Muskogee County, OK"	"40101"	19350	1532583	1262.6
	"Noble County, OK"	"40103"	2866	251566	1139.3
	"Nowata County, OK"	"40105"	2887	231657	1246.2
	"Okfuskee County, OK"	"40107"	3716	264737	1403.7
	"Oklahoma County, OK"	"40109"	149489	15944230	937.6
	"Okmulgee County, OK"	"40111"	10969	866311	1266.2
	"Osage County, OK"	"40113"	9553	1028049	929.2
	"Ottawa County, OK"	"40115"	9623	707042	1361.0
	"Pawnee County, OK"	"40117"	4503	363802	1237.8
	"Payne County, OK"	"40119"	12215	1676959	728.4
	"Pittsburg County, OK"	"40121"	12946	978839	1322.6
	"Pontotoc County, OK"	"40123"	9466	809917	1168.8
	"Pottawatomie County, OK"	"40125"	17166	1526869	1124.3
	"Pushmataha County, OK"	"40127"	3620	249976	1448.1
	"Roger Mills County, OK"	"40129"	853	77991	1093.7
	"Rogers County, OK"	"40131"	16475	1856157	887.6
	"Seminole County, OK"	"40133"	7510	549759	1366.1
	"Sequoyah County, OK"	"40135"	10417	900994	1156.2
	"Stephens County, OK"	"40137"	12665	964317	1313.4
	"Texas County, OK"	"40139"	3431	447826	766.1
	"Tillman County, OK"	"40141"	2431	178890	1358.9
	"Tulsa County, OK"	"40143"	122755	13272211	924.9
	"Wagoner County, OK"	"40145"	11777	1551041	759.3
	"Washington County, OK"	"40147"	13265	1112704	1192.1
	"Washita County, OK"	"40149"	3140	250676	1252.6
	"Woods County, OK"	"40151"	2474	195187	1267.5
	"Woodward County, OK"	"40153"	4275	436996	978.3
	"Baker County, OR"	"41001"	4613	356449	1294.2
	"Benton County, OR"	"41003"	11729	1868875	627.6
	"Clackamas County, OR"	"41005"	66803	8310677	803.8
	"Clatsop County, OR"	"41007"	8542	819669	1042.1
	"Columbia County, OR"	"41009"	9323	1067304	873.5
	"Coos County, OR"	"41011"	19200	1390944	1380.4
	"Crook County, OR"	"41013"	4884	470705	1037.6
	"Curry County, OR"	"41015"	8026	490683	1635.7
	"Deschutes County, OR"	"41017"	26983	3443034	783.7
	"Douglas County, OR"	"41019"	29579	2337696	1265.3
	"Gilliam County, OR"	"41021"	467	41545	1124.1
	"Grant County, OR"	"41023"	1943	162169	1198.1
	"Harney County, OR"	"41025"	1765	161540	1092.6
	"Hood River County, OR"	"41027"	3932	482999	814.1
	"Jackson County, OR"	"41029"	47319	4449466	1063.5
	"Jefferson County, OR"	"41031"	4265	476689	894.7
	"Josephine County, OR"	"41033"	24884	1807787	1376.5
	"Klamath County, OR"	"41035"	16300	1450669	1123.6
	"Lake County, OR"	"41037"	2014	170621	1180.4
	"Lane County, OR"	"41039"	71481	7705945	927.6
	"Lincoln County, OR"	"41041"	12595	1019985	1234.8
	"Linn County, OR"	"41043"	25651	2538122	1010.6
	"Malheur County, OR"	"41045"	6489	682758	950.4
	"Marion County, OR"	"41047"	57988	6929029	836.9
	"Morrow County, OR"	"41049"	1755	246631	711.6
	"Multnomah County, OR"	"41051"	124525	16137036	771.7
	"Polk County, OR"	"41053"	13639	1631560	835.9
	"Sherman County, OR"	"41055"	405	38537	1050.9
	"Tillamook County, OR"	"41057"	6407	558754	1146.7
	"Umatilla County, OR"	"41059"	14071	1647264	854.2
	"Union County, OR"	"41061"	5702	559397	1019.3
	"Wallowa County, OR"	"41063"	1797	153769	1168.6
	"Wasco County, OR"	"41065"	6669	549645	1213.3
	"Washington County, OR"	"41067"	66182	11591662	570.9
	"Wheeler County, OR"	"41069"	423	31385	1347.8
	"Yamhill County, OR"	"41071"	18014	2134155	844.1
	"Adams County, PA"	"42001"	20971	2185254	959.7
	"Allegheny County, PA"	"42003"	313860	27206654	1153.6
	"Armstrong County, PA"	"42005"	18839	1516074	1242.6
	"Beaver County, PA"	"42007"	47289	3782081	1250.3
	"Bedford County, PA"	"42009"	11866	1084488	1094.2
	"Berks County, PA"	"42011"	82589	8875923	930.5
	"Blair County, PA"	"42013"	35393	2777209	1274.4
	"Bradford County, PA"	"42015"	14794	1364074	1084.5
	"Bucks County, PA"	"42017"	121732	13630062	893.1
	"Butler County, PA"	"42019"	41111	4015954	1023.7
	"Cambria County, PA"	"42021"	41563	3133160	1326.6
	"Cameron County, PA"	"42023"	1490	113220	1316.0
	"Carbon County, PA"	"42025"	17376	1386997	1252.8
	"Centre County, PA"	"42027"	20448	3334568	613.2
	"Chester County, PA"	"42029"	79927	10748946	743.6
	"Clarion County, PA"	"42031"	9425	879719	1071.4
	"Clearfield County, PA"	"42033"	20624	1793058	1150.2
	"Clinton County, PA"	"42035"	8996	852767	1054.9
	"Columbia County, PA"	"42037"	15197	1449030	1048.8
	"Crawford County, PA"	"42039"	21698	1938681	1119.2
	"Cumberland County, PA"	"42041"	48601	5146564	944.3
	"Dauphin County, PA"	"42043"	54637	5842113	935.2
	"Delaware County, PA"	"42045"	123337	12279235	1004.4
	"Elk County, PA"	"42047"	8293	710637	1167.0
	"Erie County, PA"	"42049"	61913	6113819	1012.7
	"Fayette County, PA"	"42051"	39997	3038815	1316.2
	"Forest County, PA"	"42053"	1846	151739	1216.6
	"Franklin County, PA"	"42055"	31458	3195900	984.3
	"Fulton County, PA"	"42057"	3168	320932	987.1
	"Greene County, PA"	"42059"	9770	848178	1151.9
	"Huntingdon County, PA"	"42061"	9975	1003915	993.6
	"Indiana County, PA"	"42063"	19855	1932114	1027.6
	"Jefferson County, PA"	"42065"	12247	987409	1240.3
	"Juniata County, PA"	"42067"	5297	531664	996.3
	"Lackawanna County, PA"	"42069"	60679	4675378	1297.8
	"Lancaster County, PA"	"42071"	102999	11286333	912.6
	"Lawrence County, PA"	"42073"	25762	1993509	1292.3
	"Lebanon County, PA"	"42075"	30828	2895364	1064.7
	"Lehigh County, PA"	"42077"	71976	7572504	950.5
	"Luzerne County, PA"	"42079"	92367	7000334	1319.5
	"Lycoming County, PA"	"42081"	27961	2565381	1089.9
	"Mc Kean County, PA"	"42083"	11652	955448	1219.5
	"Mercer County, PA"	"42085"	31975	2553565	1252.2
	"Mifflin County, PA"	"42087"	11840	1022535	1157.9
	"Monroe County, PA"	"42089"	29136	3563444	817.6
	"Montgomery County, PA"	"42091"	161087	17502450	920.4
	"Montour County, PA"	"42093"	5041	401772	1254.7
	"Northampton County, PA"	"42095"	61723	6411446	962.7
	"Northumberland County, PA"	"42097"	26193	2056395	1273.7
	"Perry County, PA"	"42099"	9309	995448	935.2
	"Philadelphia County, PA"	"42101"	339597	33701963	1007.6
	"Pike County, PA"	"42103"	9882	1191708	829.2
	"Potter County, PA"	"42105"	4518	384497	1175.0
	"Schuylkill County, PA"	"42107"	43998	3224748	1364.4
	"Snyder County, PA"	"42109"	7502	866057	866.2
	"Somerset County, PA"	"42111"	21072	1701175	1238.7
	"Sullivan County, PA"	"42113"	2278	140484	1621.5
	"Susquehanna County, PA"	"42115"	10449	929453	1124.2
	"Tioga County, PA"	"42117"	9721	914671	1062.8
	"Union County, PA"	"42119"	8162	970191	841.3
	"Venango County, PA"	"42121"	14458	1200871	1204.0
	"Warren County, PA"	"42123"	10997	913743	1203.5
	"Washington County, PA"	"42125"	55138	4538393	1214.9
	"Wayne County, PA"	"42127"	13178	1116208	1180.6
	"Westmoreland County, PA"	"42129"	97828	7971306	1227.3
	"Wyoming County, PA"	"42131"	6411	613931	1044.3
	"York County, PA"	"42133"	82471	9316842	885.2
	"Bristol County, RI"	"44001"	11359	1101737	1031.0
	"Kent County, RI"	"44003"	38214	3664868	1042.7
	"Newport County, RI"	"44005"	17221	1838010	936.9
	"Providence County, RI"	"44007"	127965	13880295	921.9
	"Washington County, RI"	"44009"	23893	2776854	860.4
	"Abbeville County, SC"	"45001"	6074	559793	1085.0
	"Aiken County, SC"	"45003"	35015	3468466	1009.5
	"Allendale County, SC"	"45005"	2688	224440	1197.6
	"Anderson County, SC"	"45007"	43927	4066824	1080.1
	"Bamberg County, SC"	"45009"	4110	344507	1193.0
	"Barnwell County, SC"	"45011"	5609	492308	1139.3
	"Beaufort County, SC"	"45013"	28309	3486070	812.1
	"Berkeley County, SC"	"45015"	26398	3960391	666.6
	"Calhoun County, SC"	"45017"	3708	330475	1122.0
	"Charleston County, SC"	"45019"	65346	7840634	833.4
	"Cherokee County, SC"	"45021"	13317	1210626	1100.0
	"Chester County, SC"	"45023"	8492	727168	1167.8
	"Chesterfield County, SC"	"45025"	10716	995906	1076.0
	"Clarendon County, SC"	"45027"	8242	744830	1106.6
	"Colleton County, SC"	"45029"	10433	841449	1239.9
	"Darlington County, SC"	"45031"	17413	1492475	1166.7
	"Dillon County, SC"	"45033"	7893	685005	1152.3
	"Dorchester County, SC"	"45035"	20346	2892142	703.5
	"Edgefield County, SC"	"45037"	4909	576248	851.9
	"Fairfield County, SC"	"45039"	6318	514535	1227.9
	"Florence County, SC"	"45041"	31780	2952499	1076.4
	"Georgetown County, SC"	"45043"	14931	1317647	1133.2
	"Greenville County, SC"	"45045"	84099	9863791	852.6
	"Greenwood County, SC"	"45047"	16039	1514234	1059.2
	"Hampton County, SC"	"45049"	4916	452956	1085.3
	"Horry County, SC"	"45051"	60414	5923519	1019.9
	"Jasper County, SC"	"45053"	4647	546002	851.1
	"Kershaw County, SC"	"45055"	13175	1321397	997.1
	"Lancaster County, SC"	"45057"	16358	1687344	969.5
	"Laurens County, SC"	"45059"	17378	1483777	1171.2
	"Lee County, SC"	"45061"	5051	416427	1212.9
	"Lexington County, SC"	"45063"	46827	5672387	825.5
	"McCormick County, SC"	"45065"	2807	218247	1286.2
	"Marion County, SC"	"45067"	9041	728224	1241.5
	"Marlboro County, SC"	"45069"	7489	617246	1213.3
	"Newberry County, SC"	"45071"	9316	819842	1136.3
	"Oconee County, SC"	"45073"	17522	1607831	1089.8
	"Orangeburg County, SC"	"45075"	22736	1991769	1141.5
	"Pickens County, SC"	"45077"	23642	2601016	909.0
	"Richland County, SC"	"45079"	61850	8251559	749.6
	"Saluda County, SC"	"45081"	4621	433402	1066.2
	"Spartanburg County, SC"	"45083"	62412	6223194	1002.9
	"Sumter County, SC"	"45085"	22712	2342535	969.5
	"Union County, SC"	"45087"	8388	630478	1330.4
	"Williamsburg County, SC"	"45089"	9059	748919	1209.6
	"York County, SC"	"45091"	38423	4859296	790.7
	"Aurora County, SD"	"46003"	732	61504	1190.2
	"Beadle County, SD"	"46005"	4298	383182	1121.7
	"Bennett County, SD"	"46007"	727	76252	953.4
	"Bon Homme County, SD"	"46009"	1798	155023	1159.8
	"Brookings County, SD"	"46011"	4232	697215	607.0
	"Brown County, SD"	"46013"	8064	812059	993.0
	"Brule County, SD"	"46015"	1196	114601	1043.6
	"Buffalo County, SD"	"46017"	452	43805	1031.8
	"Butte County, SD"	"46019"	2266	216506	1046.6
	"Campbell County, SD"	"46021"	330	33246	992.6
	"Charles Mix County, SD"	"46023"	2337	202714	1152.9
	"Clark County, SD"	"46025"	1029	83404	1233.8
	"Clay County, SD"	"46027"	2110	304343	693.3
	"Codington County, SD"	"46029"	5338	597043	894.1
	"Corson County, SD"	"46031"	976	90937	1073.3
	"Custer County, SD"	"46033"	1856	178905	1037.4
	"Davison County, SD"	"46035"	4499	427252	1053.0
	"Day County, SD"	"46037"	1841	126393	1456.6
	"Deuel County, SD"	"46039"	1065	96198	1107.1
	"Dewey County, SD"	"46041"	1299	124656	1042.1
	"Douglas County, SD"	"46043"	957	68356	1400.0
	"Edmunds County, SD"	"46045"	1084	89423	1212.2
	"Fall River County, SD"	"46047"	2525	154707	1632.1
	"Faulk County, SD"	"46049"	668	53049	1259.2
	"Grant County, SD"	"46051"	1990	162381	1225.5
	"Gregory County, SD"	"46053"	1505	95663	1573.2
	"Haakon County, SD"	"46055"	577	43709	1320.1
	"Hamlin County, SD"	"46057"	1563	128077	1220.4
	"Hand County, SD"	"46059"	969	75228	1288.1
	"Hanson County, SD"	"46061"	481	74122	648.9
	"Harding County, SD"	"46063"	190	28317	671.0
	"Hughes County, SD"	"46065"	3300	374775	880.5
	"Hutchinson County, SD"	"46067"	2563	164629	1556.8
	"Hyde County, SD"	"46069"	485	32121	1509.9
	"Jackson County, SD"	"46071"	700	68107	1027.8
	"Jerauld County, SD"	"46073"	647	45853	1411.0
	"Jones County, SD"	"46075"	205	22410	914.8
	"Kingsbury County, SD"	"46077"	1705	115009	1482.5
	"Lake County, SD"	"46079"	2385	256078	931.4
	"Lawrence County, SD"	"46081"	4777	524647	910.5
	"Lincoln County, SD"	"46083"	4772	947607	503.6
	"Lyman County, SD"	"46085"	751	84033	893.7
	"McCook County, SD"	"46087"	1618	124625	1298.3
	"McPherson County, SD"	"46089"	827	56157	1472.7
	"Marshall County, SD"	"46091"	1140	102821	1108.7
	"Meade County, SD"	"46093"	4300	571411	752.5
	"Mellette County, SD"	"46095"	543	45296	1198.8
	"Miner County, SD"	"46097"	767	53650	1429.6
	"Minnehaha County, SD"	"46099"	28075	3745503	749.6
	"Moody County, SD"	"46101"	1302	143265	908.8
	"Pennington County, SD"	"46103"	17416	2214038	786.6
	"Perkins County, SD"	"46105"	955	66978	1425.8
	"Potter County, SD"	"46107"	842	52570	1601.7
	"Roberts County, SD"	"46109"	2553	223231	1143.7
	"Sanborn County, SD"	"46111"	594	53599	1108.2
	"Shannon County, SD"	"46113"	2892	298484	968.9
	"Spink County, SD"	"46115"	1762	147333	1195.9
	"Stanley County, SD"	"46117"	411	64036	641.8
	"Sully County, SD"	"46119"	230	31459	731.1
	"Todd County, SD"	"46121"	1877	212990	881.3
	"Tripp County, SD"	"46123"	1676	127340	1316.2
	"Turner County, SD"	"46125"	2373	185633	1278.3
	"Union County, SD"	"46127"	2538	310832	816.5
	"Walworth County, SD"	"46129"	1781	122126	1458.3
	"Yankton County, SD"	"46135"	4742	489906	967.9
	"Ziebach County, SD"	"46137"	331	59759	553.9
	"Anderson County, TN"	"47001"	19794	1632928	1212.2
	"Bedford County, TN"	"47003"	9727	969842	1002.9
	"Benton County, TN"	"47005"	5391	359963	1497.7
	"Bledsoe County, TN"	"47007"	2821	293330	961.7
	"Blount County, TN"	"47009"	27987	2657538	1053.1
	"Bradley County, TN"	"47011"	20847	2158877	965.6
	"Campbell County, TN"	"47013"	11662	882316	1321.7
	"Cannon County, TN"	"47015"	3495	299902	1165.4
	"Carroll County, TN"	"47017"	9377	628839	1491.2
	"Carter County, TN"	"47019"	15120	1255209	1204.6
	"Cheatham County, TN"	"47021"	7595	850009	893.5
	"Chester County, TN"	"47023"	3746	367963	1018.0
	"Claiborne County, TN"	"47025"	8653	689607	1254.8
	"Clay County, TN"	"47027"	2385	172282	1384.4
	"Cocke County, TN"	"47029"	10286	770958	1334.2
	"Coffee County, TN"	"47031"	13531	1152501	1174.1
	"Crockett County, TN"	"47033"	4101	318516	1287.5
	"Cumberland County, TN"	"47035"	15402	1203262	1280.0
	"Davidson County, TN"	"47037"	114261	13844641	825.3
	"Decatur County, TN"	"47039"	3789	257059	1474.0
	"DeKalb County, TN"	"47041"	5057	412826	1225.0
	"Dickson County, TN"	"47043"	10780	1074734	1003.0
	"Dyer County, TN"	"47045"	9858	829128	1189.0
	"Fayette County, TN"	"47047"	7791	800888	972.8
	"Fentress County, TN"	"47049"	5142	388012	1325.2
	"Franklin County, TN"	"47051"	10265	899632	1141.0
	"Gibson County, TN"	"47053"	15203	1074460	1414.9
	"Giles County, TN"	"47055"	7973	646077	1234.1
	"Grainger County, TN"	"47057"	5708	489536	1166.0
	"Greene County, TN"	"47059"	18459	1478691	1248.3
	"Grundy County, TN"	"47061"	4272	303429	1407.9
	"Hamblen County, TN"	"47063"	15526	1357748	1143.5
	"Hamilton County, TN"	"47065"	74393	7390792	1006.6
	"Hancock County, TN"	"47067"	2069	147503	1402.7
	"Hardeman County, TN"	"47069"	6501	591370	1099.3
	"Hardin County, TN"	"47071"	7853	567443	1383.9
	"Hawkins County, TN"	"47073"	14316	1229364	1164.5
	"Haywood County, TN"	"47075"	4679	410581	1139.6
	"Henderson County, TN"	"47077"	7142	598495	1193.3
	"Henry County, TN"	"47079"	10098	701507	1439.5
	"Hickman County, TN"	"47081"	5720	529933	1079.4
	"Houston County, TN"	"47083"	2437	180450	1350.5
